0.500	1.1250	1.636472e+00	7.415561e-02	487
0.500	1.1750	1.437492e+00	6.845200e-02	441
0.500	1.2250	1.212113e+00	6.193607e-02	383
0.500	1.2750	1.039456e+00	5.653896e-02	338
0.500	1.3250	8.553580e-01	5.057838e-02	286
0.500	1.3750	6.811121e-01	4.452569e-02	234
0.500	1.4250	6.265084e-01	4.214352e-02	221
0.500	1.4750	5.166580e-01	3.778178e-02	187

0.750	0.0250	1.552202e+02	1.275902e+00	14800
0.750	0.0750	1.244102e+02	1.090898e+00	13006
0.750	0.1250	9.595184e+01	9.185044e-01	10913
0.750	0.1750	7.696437e+01	7.912636e-01	9461
0.750	0.2250	6.120200e+01	6.806106e-01	8086
0.750	0.2750	4.824760e+01	5.843152e-01	6818
0.750	0.3250	4.012475e+01	5.163329e-01	6039
0.750	0.3750	3.154695e+01	4.444555e-01	5038
0.750	0.4250	2.556673e+01	3.890755e-01	4318
0.750	0.4750	2.116415e+01	3.447368e-01	3769
0.750	0.5250	1.670786e+01	2.986883e-01	3129
0.750	0.5750	1.352370e+01	2.623612e-01	2657
0.750	0.6250	1.112014e+01	2.325291e-01	2287
0.750	0.6750	9.364426e+00	2.087696e-01	2012
0.750	0.7250	7.467132e+00	1.825601e-01	1673
0.750	0.7750	6.135274e+00	1.621863e-01	1431
0.750	0.8250	5.032292e+00	1.440741e-01	1220
0.750	0.8750	4.125151e+00	1.280387e-01	1038
0.750	0.9250	3.611686e+00	1.176751e-01	942
0.750	0.9750	2.744314e+00	1.008149e-01	741
0.750	1.0250	2.313706e+00	9.103155e-02	646
0.750	1.0750	2.031910e+00	8.393743e-02	586
0.750	1.1250	1.703678e+00	7.566299e-02	507
0.750	1.1750	1.290809e+00	6.486560e-02	396
0.750	1.2250	1.158311e+00	6.054591e-02	366
0.750	1.2750	9.748745e-01	5.475441e-02	317
0.750	1.3250	8.404042e-01	5.013431e-02	281
0.750	1.3750	6.811121e-01	4.452569e-02	234
0.750	1.4250	5.131132e-01	3.813940e-02	181
0.750	1.4750	4.807406e-01	3.644485e-02	174

1.000	0.0250	1.348528e+02	1.189250e+00	12858
1.000	0.0750	1.092678e+02	1.022356e+00	11423
1.000	0.1250	8.504922e+01	8.647483e-01	9673
1.000	0.1750	6.827629e+01	7.452660e-01	8393
1.000	0.2250	5.499551e+01	6.451780e-01	7266
1.000	0.2750	4.473765e+01	5.626598e-01	6322
1.000	0.3250	3.602524e+01	4.892458e-01	5422
1.000	0.3750	2.901718e+01	4.262626e-01	4634
1.000	0.4250	2.317466e+01	3.704273e-01	3914
1.000	0.4750	1.860356e+01	3.232104e-01	3313
1.000	0.5250	1.564527e+01	2.890342e-01	2930
1.000	0.5750	1.290783e+01	2.563177e-01	2536
1.000	0.6250	1.023034e+01	2.230320e-01	2104
1.000	0.6750	8.736097e+00	2.016440e-01	1877
1.000	0.7250	6.967240e+00	1.763435e-01	1561
1.000	0.7750	5.792282e+00	1.575876e-01	1351
1.000	0.8250	5.003418e+00	1.436602e-01	1213
1.000	0.8750	3.986057e+00	1.258615e-01	1003
1.000	0.9250	3.235948e+00	1.113859e-01	844
1.000	0.9750	2.822088e+00	1.022335e-01	762
1.000	1.0250	2.209840e+00	8.896481e-02	617
1.000	1.0750	1.851604e+00	8.012674e-02	534
1.000	1.1250	1.569265e+00	7.261694e-02	467
1.000	1.1750	1.457050e+00	6.891608e-02	447
1.000	1.2250	1.038050e+00	5.731670e-02	328
1.000	1.2750	9.256695e-01	5.335470e-02	301
1.000	1.3250	7.327367e-01	4.681283e-02	245
1.000	1.3750	6.898443e-01	4.481020e-02	237
1.000	1.4250	5.017737e-01	3.771562e-02	177
1.000	1.4750	4.061429e-01	3.349811e-02	147

1.250	0.0250	1.065985e+02	1.057350e+00	10164
1.250	0.0750	8.451207e+01	8.991155e-01	8835
1.250	0.1250	6.712145e+01	7.682193e-01	7634
1.250	0.1750	5.468286e+01	6.669633e-01	6722
1.250	0.2250	4.400549e+01	5.771243e-01	5814
1.250	0.2750	3.542497e+01	5.006844e-01	5006
1.250	0.3250	3.018492e+01	4.478357e-01	4543
1.250	0.3750	2.319997e+01	3.811477e-01	3705
1.250	0.4250	1.890565e+01	3.345739e-01	3193
1.250	0.4750	1.570605e+01	2.969756e-01	2797
1.250	0.5250	1.240942e+01	2.574148e-01	2324
1.250	0.5750	1.082608e+01	2.347403e-01	2127
1.250	0.6250	9.039068e+00	2.096447e-01	1859
1.250	0.6750	7.153639e+00	1.824694e-01	1537
1.250	0.7250	5.735364e+00	1.599961e-01	1285
1.250	0.7750	5.003400e+00	1.464636e-01	1167
1.250	0.8250	4.075331e+00	1.296536e-01	988
1.250	0.8750	3.636333e+00	1.202135e-01	915
1.250	0.9250	2.929223e+00	1.059756e-01	764
1.250	0.9750	2.373961e+00	9.376582e-02	641
1.250	1.0250	2.016434e+00	8.498257e-02	563
1.250	1.0750	1.612352e+00	7.477102e-02	465
1.250	1.1250	1.444934e+00	6.968090e-02	430
1.250	1.1750	1.091972e+00	5.966082e-02	335
1.250	1.2250	1.019061e+00	5.679004e-02	322
1.250	1.2750	8.518619e-01	5.118342e-02	277
1.250	1.3250	7.118014e-01	4.613923e-02	238
1.250	1.3750	5.297538e-01	3.926797e-02	182
1.250	1.4250	4.479110e-01	3.563388e-02	158
1.250	1.4750	3.785142e-01	3.233865e-02	137

1.500	0.0250	7.328911e+01	8.767242e-01	6988
1.500	0.0750	5.808232e+01	7.453806e-01	6072
1.500	0.1250	4.676696e+01	6.412452e-01	5319
1.500	0.1750	3.777852e+01	5.543688e-01	4644
1.500	0.2250	2.914020e+01	4.696369e-01	3850
1.500	0.2750	2.364260e+01	4.090317e-01	3341
1.500	0.3250	1.955409e+01	3.604479e-01	2943
1.500	0.3750	1.560441e+01	3.125887e-01	2492
1.500	0.4250	1.299652e+01	2.774022e-01	2195
1.500	0.4750	1.080388e+01	2.463072e-01	1924
1.500	0.5250	8.458056e+00	2.125167e-01	1584
1.500	0.5750	7.049424e+00	1.894213e-01	1385
1.500	0.6250	6.102222e+00	1.722527e-01	1255
1.500	0.6750	4.938199e+00	1.516041e-01	1061
1.500	0.7250	4.115180e+00	1.355262e-01	922
1.500	0.7750	3.472797e+00	1.220216e-01	810
1.500	0.8250	2.639891e+00	1.043508e-01	640
1.500	0.8750	2.308972e+00	9.579230e-02	581
1.500	0.9250	2.020551e+00	8.801656e-02	527
1.500	0.9750	1.470300e+00	7.379226e-02	397
1.500	1.0250	1.396819e+00	7.073070e-02	390
1.500	1.0750	1.002085e+00	5.894619e-02	289
1.500	1.1250	9.476078e-01	5.642922e-02	282
1.500	1.1750	7.823085e-01	5.049780e-02	240
1.500	1.2250	6.456162e-01	4.520218e-02	204
1.500	1.2750	6.150628e-01	4.349150e-02	200
1.500	1.3250	5.383372e-01	4.012528e-02	180
1.500	1.3750	3.725741e-01	3.293121e-02	128
1.500	1.4250	3.288460e-01	3.053259e-02	116
1.500	1.4750	2.514218e-01	2.635617e-02	91

1.750	0.0250	4.290580e+01	6.708127e-01	4091
1.750	0.0750	3.219781e+01	5.549697e-01	3366
1.750	0.1250	2.567391e+01	4.751170e-01	2920
1.750	0.1750	1.995493e+01	4.029039e-01	2453
1.750	0.2250	1.715109e+01	3.602980e-01	2266
1.750	0.2750	1.284385e+01	3.014789e-01	1815
1.750	0.3250	1.066405e+01	2.661858e-01	1605
1.750	0.3750	8.422122e+00	2.296468e-01	1345
1.750	0.4250	6.678850e+00	1.988599e-01	1128
1.750	0.4750	5.474938e+00	1.753383e-01	975
1.750	0.5250	4.330482e+00	1.520638e-01	811
1.750	0.5750	3.685042e+00	1.369535e-01	724
1.750	0.6250	2.863911e+00	1.180054e-01	589
1.750	0.6750	2.499352e+00	1.078550e-01	537
1.750	0.7250	2.200416e+00	9.910175e-02	493
1.750	0.7750	1.543465e+00	8.134776e-02	360
1.750	0.8250	1.439565e+00	7.705817e-02	349
1.750	0.8750	1.076990e+00	6.542250e-02	271
1.750	0.9250	8.626639e-01	5.751093e-02	225
1.750	0.9750	7.555195e-01	5.289695e-02	204
1.750	1.0250	5.623094e-01	4.487717e-02	157
1.750	1.0750	4.715696e-01	4.043676e-02	136
1.750	1.1250	4.267595e-01	3.786879e-02	127
1.750	1.1750	3.748562e-01	3.495552e-02	115
1.750	1.2250	2.626772e-01	2.883257e-02	83
1.750	1.2750	2.644770e-01	2.851929e-02	86
1.750	1.3250	1.704734e-01	2.257976e-02	57
1.750	1.3750	2.066622e-01	2.452629e-02	71
1.750	1.4250	1.814323e-01	2.267904e-02	64
1.750	1.4750	1.188037e-01	1.811740e-02	43

2.000	0.0250	2.007375e+01	4.588360e-01	1914
2.000	0.0750	1.499886e+01	3.787784e-01	1568
2.000	0.1250	1.133345e+01	3.156717e-01	1289
2.000	0.1750	8.623003e+00	2.648534e-01	1060
2.000	0.2250	6.584929e+00	2.232500e-01	870
2.000	0.2750	5.371066e+00	1.949573e-01	759
2.000	0.3250	4.006495e+00	1.631571e-01	603
2.000	0.3750	3.155948e+00	1.405771e-01	504
2.000	0.4250	2.563779e+00	1.232073e-01	433
2.000	0.4750	1.740750e+00	9.886793e-02	310
2.000	0.5250	1.431035e+00	8.741436e-02	268
2.000	0.5750	1.201202e+00	7.819156e-02	236
2.000	0.6250	8.800814e-01	6.541593e-02	181
2.000	0.6750	8.238088e-01	6.192126e-02	177
2.000	0.7250	6.114746e-01	5.224180e-02	137
2.000	0.7750	5.273506e-01	4.754960e-02	123
2.000	0.8250	3.712346e-01	3.913157e-02	90
2.000	0.8750	2.980601e-01	3.441701e-02	75
2.000	0.9250	2.530481e-01	3.114806e-02	66
2.000	0.9750	2.296187e-01	2.916160e-02	62
2.000	1.0250	1.504267e-01	2.321135e-02	42
2.000	1.0750	1.178924e-01	2.021838e-02	34
2.000	1.1250	1.041697e-01	1.870942e-02	31
2.000	1.1750	9.778857e-02	1.785367e-02	30
2.000	1.2250	6.329571e-02	1.415335e-02	20
2.000	1.2750	4.612971e-02	1.191064e-02	15
2.000	1.3250	5.682448e-02	1.303643e-02	19
2.000	1.3750	3.783956e-02	1.049481e-02	13
2.000	1.4250	4.535807e-02	1.133952e-02	16
2.000	1.4750	1.934014e-02	7.309886e-03	7

2.250	0.0250	8.107110e+00	2.915925e-01	773
2.250	0.0750	5.270645e+00	2.245370e-01	551
2.250	0.1250	3.560936e+00	1.769443e-01	405
2.250	0.1750	2.603171e+00	1.455217e-01	320
2.250	0.2250	1.808963e+00	1.170121e-01	239
2.250	0.2750	1.358689e+00	9.805490e-02	192
2.250	0.3250	1.009929e+00	8.191607e-02	152
2.250	0.3750	8.328195e-01	7.221461e-02	133
2.250	0.4250	6.098596e-01	6.009125e-02	103
2.250	0.4750	5.839934e-01	5.726526e-02	104
2.250	0.5250	2.883428e-01	3.923849e-02	54
2.250	0.5750	2.697614e-01	3.705457e-02	53
2.250	0.6250	1.750438e-01	2.917397e-02	36
2.250	0.6750	1.489372e-01	2.632862e-02	32
2.250	0.7250	9.372969e-02	2.045350e-02	21
2.250	0.7750	5.144884e-02	1.485200e-02	12
2.250	0.8250	6.599727e-02	1.649932e-02	16
2.250	0.8750	4.768961e-02	1.376680e-02	12
2.250	0.9250	3.450656e-02	1.150219e-02	9
2.250	0.9750	2.592469e-02	9.798612e-03	7
2.250	1.0250	2.148953e-02	8.773064e-03	6
2.250	1.0750	6.934846e-03	4.903677e-03	2
2.250	1.1250	2.016187e-02	8.231048e-03	6
2.250	1.1750	0.000000e+00	0.000000e+00	0
2.250	1.2250	6.329571e-03	4.475682e-03	2
2.250	1.2750	6.150628e-03	4.349150e-03	2
2.250	1.3250	2.990762e-03	2.990762e-03	1
2.250	1.3750	5.821471e-03	4.116401e-03	2
2.250	1.4250	5.669759e-03	4.009125e-03	2
2.250	1.4750	2.762877e-03	2.762877e-03	1

2.500	0.0250	1.877325e+00	1.403179e-01	179
2.500	0.0750	1.339184e+00	1.131817e-01	140
2.500	0.1250	8.616586e-01	8.704066e-02	98
2.500	0.1750	5.775785e-01	6.854596e-02	71
2.500	0.2250	4.465642e-01	5.813770e-02	59
2.500	0.2750	3.113661e-01	4.694021e-02	44
2.500	0.3250	1.328854e-01	2.971408e-02	20
2.500	0.3750	1.314978e-01	2.869518e-02	21
2.500	0.4250	7.105160e-02	2.051083e-02	12
2.500	0.4750	5.053789e-02	1.684596e-02	9
2.500	0.5250	4.805714e-02	1.601905e-02	9
2.500	0.5750	3.053902e-02	1.246750e-02	6
2.500	0.6250	1.458698e-02	8.421799e-03	3
2.500	0.6750	4.654287e-03	4.654287e-03	1
2.500	0.7250	1.785327e-02	8.926637e-03	4
2.500	0.7750	4.287403e-03	4.287403e-03	1
2.500	0.8250	2.062415e-02	9.223399e-03	5
2.500	0.8750	0.000000e+00	0.000000e+00	0
2.500	0.9250	0.000000e+00	0.000000e+00	0
2.500	0.9750	0.000000e+00	0.000000e+00	0
2.500	1.0250	0.000000e+00	0.000000e+00	0
2.500	1.0750	0.000000e+00	0.000000e+00	0
2.500	1.1250	0.000000e+00	0.000000e+00	0
2.500	1.1750	0.000000e+00	0.000000e+00	0
2.500	1.2250	0.000000e+00	0.000000e+00	0
2.500	1.2750	0.000000e+00	0.000000e+00	0
2.500	1.3250	0.000000e+00	0.000000e+00	0
2.500	1.3750	0.000000e+00	0.000000e+00	0
2.500	1.4250	0.000000e+00	0.000000e+00	0
2.500	1.4750	0.000000e+00	0.000000e+00	0

2.750	0.0250	3.775627e-01	6.292711e-02	36
2.750	0.0750	3.060992e-01	5.411120e-02	32
2.750	0.1250	1.406790e-01	3.516974e-02	16
2.750	0.1750	6.507927e-02	2.300900e-02	8
2.750	0.2250	2.270665e-02	1.310969e-02	3
2.750	0.2750	2.830601e-02	1.415301e-02	4
2.750	0.3250	1.328854e-02	9.396418e-03	2
2.750	0.3750	1.252360e-02	8.855523e-03	2
2.750	0.4250	1.184193e-02	8.373511e-03	2
2.750	0.4750	1.123064e-02	7.941263e-03	2
2.750	0.5250	0.000000e+00	0.000000e+00	0
2.750	0.5750	0.000000e+00	0.000000e+00	0
2.750	0.6250	4.862328e-03	4.862328e-03	1
2.750	0.6750	0.000000e+00	0.000000e+00	0
2.750	0.7250	0.000000e+00	0.000000e+00	0
2.750	0.7750	0.000000e+00	0.000000e+00	0
2.750	0.8250	4.124829e-03	4.124829e-03	1
2.750	0.8750	0.000000e+00	0.000000e+00	0
2.750	0.9250	0.000000e+00	0.000000e+00	0
2.750	0.9750	0.000000e+00	0.000000e+00	0
2.750	1.0250	0.000000e+00	0.000000e+00	0
2.750	1.0750	0.000000e+00	0.000000e+00	0
2.750	1.1250	0.000000e+00	0.000000e+00	0
2.750	1.1750	0.000000e+00	0.000000e+00	0
2.750	1.2250	0.000000e+00	0.000000e+00	0
2.750	1.2750	0.000000e+00	0.000000e+00	0
2.750	1.3250	0.000000e+00	0.000000e+00	0
2.750	1.3750	0.000000e+00	0.000000e+00	0
2.750	1.4250	0.000000e+00	0.000000e+00	0
2.750	1.4750	0.000000e+00	0.000000e+00	0

3.000	0.0250	3.146356e-02	1.816549e-02	3
3.000	0.0750	2.869680e-02	1.656810e-02	3
3.000	0.1250	0.000000e+00	0.000000e+00	0
3.000	0.1750	8.134909e-03	8.134909e-03	1
3.000	0.2250	0.000000e+00	0.000000e+00	0
3.000	0.2750	0.000000e+00	0.000000e+00	0
3.000	0.3250	0.000000e+00	0.000000e+00	0
3.000	0.3750	0.000000e+00	0.000000e+00	0
3.000	0.4250	0.000000e+00	0.000000e+00	0
3.000	0.4750	0.000000e+00	0.000000e+00	0
3.000	0.5250	0.000000e+00	0.000000e+00	0
3.000	0.5750	0.000000e+00	0.000000e+00	0
3.000	0.6250	0.000000e+00	0.000000e+00	0
3.000	0.6750	0.000000e+00	0.000000e+00	0
3.000	0.7250	0.000000e+00	0.000000e+00	0
3.000	0.7750	0.000000e+00	0.000000e+00	0
3.000	0.8250	0.000000e+00	0.000000e+00	0
3.000	0.8750	0.000000e+00	0.000000e+00	0
3.000	0.9250	0.000000e+00	0.000000e+00	0
3.000	0.9750	0.000000e+00	0.000000e+00	0
3.000	1.0250	0.000000e+00	0.000000e+00	0
3.000	1.0750	0.000000e+00	0.000000e+00	0
3.000	1.1250	0.000000e+00	0.000000e+00	0
3.000	1.1750	0.000000e+00	0.000000e+00	0
3.000	1.2250	0.000000e+00	0.000000e+00	0
3.000	1.2750	0.000000e+00	0.000000e+00	0
3.000	1.3250	0.000000e+00	0.000000e+00	0
3.000	1.3750	0.000000e+00	0.000000e+00	0
3.000	1.4250	0.000000e+00	0.000000e+00	0
3.000	1.4750	0.000000e+00	0.000000e+00	0


